,doc,subtopic,topic
36878,16th SS Panzergrenadier Division Reichsführer-SS,Vinca massacre,Civilian Attack
36879,Black Brigades,Vinca massacre,Civilian Attack
36880,San Terenzo Monti massacre,Vinca massacre,Civilian Attack
36881,Giovanni Angelo Montorsoli,1783 Calabrian earthquakes,Earthquake
36882,San Sostene,1783 Calabrian earthquakes,Earthquake
36883,Sant'Andrea Apostolo dello Ionio,1783 Calabrian earthquakes,Earthquake
36884,Cittanova,1783 Calabrian earthquakes,Earthquake
36885,1908 Messina earthquake,1783 Calabrian earthquakes,Earthquake
36886,Francesco Saverio Salfi,1783 Calabrian earthquakes,Earthquake
36887,"Pizzo, Calabria",1783 Calabrian earthquakes,Earthquake
36888,Battle of Campo Tenese,1783 Calabrian earthquakes,Earthquake
36889,Africo,1783 Calabrian earthquakes,Earthquake
36890,Polistena,1783 Calabrian earthquakes,Earthquake
36891,Tropea,1783 Calabrian earthquakes,Earthquake
36892,Giovanni Andrea Serrao,1783 Calabrian earthquakes,Earthquake
36893,Roman Catholic Diocese of Nicotera-Tropea,1783 Calabrian earthquakes,Earthquake
36894,Siderno,1783 Calabrian earthquakes,Earthquake
36895,1169 Sicily earthquake,1783 Calabrian earthquakes,Earthquake
36896,Saint Dominic in Soriano,1783 Calabrian earthquakes,Earthquake
36897,Platì,1783 Calabrian earthquakes,Earthquake
36898,Oppido Mamertina,1783 Calabrian earthquakes,Earthquake
36899,Rosarno,1783 Calabrian earthquakes,Earthquake
36900,Domenico Caracciolo,1783 Calabrian earthquakes,Earthquake
36901,Uthayan,2009 suicide air raid on Colombo,Terrorist Attack
36902,Saga (event),2009 suicide air raid on Colombo,Terrorist Attack
36903,Liberation Tigers of Tamil Eelam,2009 suicide air raid on Colombo,Terrorist Attack
36904,Sudar Oli,2009 suicide air raid on Colombo,Terrorist Attack
36905,2015–16 PBA Philippine Cup Finals,2015 PBA Governors' Cup Finals,News Event
36906,Alaska Aces (PBA),2015 PBA Governors' Cup Finals,News Event
36907,The Sound of Music (film),Writers Guild of America Awards 1965,Awards
36908,Morton Fine,Writers Guild of America Awards 1965,Awards
36909,Liberty Baseball Stadium,2013 Big South Conference Baseball Tournament,Concert
36911,Bucks Fizz,Eurovision Song Contest 1981,Contest
36912,C'est peut-être pas l'Amérique,Eurovision Song Contest 1981,Contest
36913,Björn Skifs,Eurovision Song Contest 1981,Contest
36914,One of Those Nights (Bucks Fizz song),Eurovision Song Contest 1981,Contest
36915,Love Is (Vikki Watson song),Eurovision Song Contest 1981,Contest
36916,Louise Frevert,Eurovision Song Contest 1981,Contest
36917,Wenn du da bist,Eurovision Song Contest 1981,Contest
36918,Greece in the Eurovision Song Contest 1980,Eurovision Song Contest 1981,Contest
36919,Eurovision Song Contest 1982,Eurovision Song Contest 1981,Contest
36920,Sweden in the Eurovision Song Contest 1981,Eurovision Song Contest 1981,Contest
36921,Sheeba,Eurovision Song Contest 1981,Contest
36922,Between the Jigs and the Reels: A Retrospective,Eurovision Song Contest 1981,Contest
36923,Cyprus in the Eurovision Song Contest 2019,Eurovision Song Contest 1981,Contest
36924,Jay Aston,Eurovision Song Contest 1981,Contest
36925,Ne mogu skriti svoju bol,Eurovision Song Contest 1981,Contest
36926,Linda Williams (singer),Eurovision Song Contest 1981,Contest
36927,Bacchelli,Eurovision Song Contest 1981,Contest
36928,Andy Hill (composer),Eurovision Song Contest 1981,Contest
36929,Bobby G,Eurovision Song Contest 1981,Contest
36930,Seid Memić,Eurovision Song Contest 1981,Contest
36931,Kari Kuivalainen,Eurovision Song Contest 1981,Contest
36932,Lejla (Vajta song),Eurovision Song Contest 1981,Contest
36933,Andy Irvine (musician),Eurovision Song Contest 1981,Contest
36934,Finn Kalvik,Eurovision Song Contest 1981,Contest
36935,Kerch,Kerch Polytechnic College massacre,Civilian Attack
36936,Kerch Polytechnic College,Kerch Polytechnic College massacre,Civilian Attack
36937,Ahmed Jabari,Kfar Darom bus attack,News Event
36939,Alisa Flatow,Kfar Darom bus attack,News Event
36940,Flatow Amendment,Kfar Darom bus attack,News Event
36941,Stephen Flatow,Kfar Darom bus attack,News Event
36942,Alisa M. Flatow Yeshiva High School,Kfar Darom bus attack,News Event
36943,Nafisat Abdullahi,9th Africa Movie Academy Awards,Awards
36944,Fuelling Poverty,9th Africa Movie Academy Awards,Awards
36945,Linda Ejiofor,9th Africa Movie Academy Awards,Awards
36946,The Meeting (2012 film),9th Africa Movie Academy Awards,Awards
36947,10th Africa Movie Academy Awards,9th Africa Movie Academy Awards,Awards
36948,Nairobi Half Life,9th Africa Movie Academy Awards,Awards
36949,History of Gujarat,2009 Gujarat hepatitis outbreak,News Event
36950,Mudana,2009 Gujarat hepatitis outbreak,News Event
36951,2017–18 Maryland Terrapins women's basketball team,2018 Big Ten Conference Women's Basketball Tournament,Concert
36952,2017–18 Wisconsin Badgers women's basketball team,2018 Big Ten Conference Women's Basketball Tournament,Concert
36953,2017–18 Illinois Fighting Illini women's basketball team,2018 Big Ten Conference Women's Basketball Tournament,Concert
36954,2017–18 Purdue Boilermakers women's basketball team,2018 Big Ten Conference Women's Basketball Tournament,Concert
36955,2017–18 Ohio State Buckeyes women's basketball team,2018 Big Ten Conference Women's Basketball Tournament,Concert
36956,Special Tactics Group,Commonwealth Heads of Government Meeting 1995,Meetings
36957,John Larkindale,Commonwealth Heads of Government Meeting 1995,Meetings
36958,Commonwealth Heads of Government Meeting,Commonwealth Heads of Government Meeting 1995,Meetings
36960,Commonwealth Heads of Government Meeting 1997,Commonwealth Heads of Government Meeting 1995,Meetings
36961,River pirate,Mekong River massacre,Civilian Attack
36962,Naw Kham,Mekong River massacre,Civilian Attack
36964,Operation Mekong,Mekong River massacre,Civilian Attack
36965,Fabrice Nicolino,Rivoli Beaubourg cinema bombing,Terrorist Attack
36966,New Victoria Theatre,National Drama Festivals Association,Festival
36967,Woking Drama Festival,National Drama Festivals Association,Festival
36969,Amateur theatre,National Drama Festivals Association,Festival
36970,Time Will Tell (Utada Hikaru song),Utada: In the Flesh 2010,Concert
36971,Automatic (Utada Hikaru song),Utada: In the Flesh 2010,Concert
36972,Victor Heredia,OTI Festival 1972,Festival
36973,OTI Festival 1979,OTI Festival 1972,Festival
36974,Tonicha,OTI Festival 1972,Festival
36975,Rosa María Mateo,OTI Festival 1972,Festival
36976,OTI Festival 1978,OTI Festival 1972,Festival
36978,Shawn Weller,2004 ECAC Hockey Men's Ice Hockey Tournament,Concert
36979,Audioscopiks,8th Academy Awards,Awards
36980,How to Sleep,8th Academy Awards,Awards
36981,Robert Benchley,8th Academy Awards,Awards
36983,Camera Thrills,8th Academy Awards,Awards
36984,Sherry Shourds,8th Academy Awards,Awards
36985,"Bridgeville, Pennsylvania",2009 Collier Township shooting,Civilian Attack
36986,Beta male (slang),2009 Collier Township shooting,Civilian Attack
36987,LA Fitness,2009 Collier Township shooting,Civilian Attack
36988,Pickup artist,2009 Collier Township shooting,Civilian Attack
36989,2018–19 Southeastern Louisiana Lady Lions basketball team,2019 Southland Conference Women's Basketball Tournament,Concert
36990,2018–19 Stephen F. Austin Ladyjacks basketball team,2019 Southland Conference Women's Basketball Tournament,Concert
36991,2018–19 Lamar Lady Cardinals basketball team,2019 Southland Conference Women's Basketball Tournament,Concert
36992,2019 NCAA Division I Women's Basketball Tournament,2019 Southland Conference Women's Basketball Tournament,Concert
36993,2018–19 Houston Baptist Huskies women's basketball team,2019 Southland Conference Women's Basketball Tournament,Concert
36994,2018–19 McNeese State Cowgirls basketball team,2019 Southland Conference Women's Basketball Tournament,Concert
36995,Narasimha Nandi,60th National Film Awards,Awards
36996,Sinoy Joseph,60th National Film Awards,Awards
36997,Filmistaan,60th National Film Awards,Awards
36998,Huma Qureshi (actress),60th National Film Awards,Awards
36999,Khans of Bollywood,60th National Film Awards,Awards
37000,Discontinued and Intermittent National Film Awards,60th National Film Awards,Awards
37001,Lessons in Forgetting,60th National Film Awards,Awards
37002,Shivaji Lotan Patil,60th National Film Awards,Awards
37003,Paan Singh Tomar (film),60th National Film Awards,Awards
37004,Celluloid Man,60th National Film Awards,Awards
37005,Meryl Streep,University of Iowa shooting,Civilian Attack
37006,Liu Ye (actor),University of Iowa shooting,Civilian Attack
37007,University of Iowa,University of Iowa shooting,Civilian Attack
37008,Jo Ann Beard,University of Iowa shooting,Civilian Attack
37009,Dark Matter (film),University of Iowa shooting,Civilian Attack
37010,HMAS Parramatta (DE 46),1976 Bali earthquake,Earthquake
37011,1979 Bali earthquake,1976 Bali earthquake,Earthquake
37012,Christianity in Indonesia,1976 Bali earthquake,Earthquake
37013,Firaaq,56th National Film Awards,Awards
37014,Fashion (2008 film),56th National Film Awards,Awards
37015,Discontinued and Intermittent National Film Awards,56th National Film Awards,Awards
37017,Wild (Namie Amuro song),Namie Amuro Best Fiction tour 2008–2009,Concert
37018,Penghu National Scenic Area,China Airlines Flight 611,Airliner Accident
37019,China Airlines Flight 676,China Airlines Flight 611,Airliner Accident
37020,TransAsia Airways Flight 222,China Airlines Flight 611,Airliner Accident
37021,China Airlines,China Airlines Flight 611,Airliner Accident
37022,Penghu,China Airlines Flight 611,Airliner Accident
37023,Seismology,1857 Basilicata earthquake,Earthquake
37024,Battipaglia,1857 Basilicata earthquake,Earthquake
37025,Isoseismal map,1857 Basilicata earthquake,Earthquake
37026,Robert Mallet,1857 Basilicata earthquake,Earthquake
37027,Teggiano,1857 Basilicata earthquake,Earthquake
37028,Basilicata,1857 Basilicata earthquake,Earthquake
37029,Potenza,1857 Basilicata earthquake,Earthquake
37030,Islamic Community Center of Phoenix,Curtis Culwell Center attack,Terrorist Attack
37031,Hassan Abujihaad,Curtis Culwell Center attack,Terrorist Attack
37032,Mujahid Miski,Curtis Culwell Center attack,Terrorist Attack
37033,Geert Wilders,Curtis Culwell Center attack,Terrorist Attack
37034,Junaid Hussain,Curtis Culwell Center attack,Terrorist Attack
37035,Curtis Culwell Center,Curtis Culwell Center attack,Terrorist Attack
37036,Joshua Ryne Goldberg,Curtis Culwell Center attack,Terrorist Attack
37037,Miss Maryland USA,Miss USA 1957,Beauty Pageant
37038,Mary Leona Gage,Miss USA 1957,Beauty Pageant
37042,Miss Universe 1957,Miss USA 1957,Beauty Pageant
37043,Charlotte Sheffield,Miss USA 1957,Beauty Pageant
37044,Lee San-san,Miss Universe 1997,Beauty Pageant
37045,Marena Bencomo,Miss Universe 1997,Beauty Pageant
37047,Señorita Panamá 1996,Miss Universe 1997,Beauty Pageant
37048,Christie Lee Woods,Miss Universe 1997,Beauty Pageant
37049,Denny Méndez,Miss Universe 1997,Beauty Pageant
37050,Religious violence in Nigeria,Miss World 2002,Beauty Pageant
37051,Namika,Bundesvision Song Contest 2015,Contest
37052,Donots,Bundesvision Song Contest 2015,Contest
37053,Glasperlenspiel (duo),Bundesvision Song Contest 2015,Contest
37054,Lieber so (song),Bundesvision Song Contest 2015,Contest
37055,Jeanette Biedermann,Bundesvision Song Contest 2015,Contest
37056,Vosges,Air Inter Flight 148,Airliner Accident
37057,Jean-Pierre Lecocq,Air Inter Flight 148,Airliner Accident
37058,Mont Sainte-Odile,Air Inter Flight 148,Airliner Accident
37060,Indian Airlines Flight 605,Air Inter Flight 148,Airliner Accident
37062,Passage (Willis novel),Hartford circus fire,News Event
37063,By the Fireside,Hartford circus fire,News Event
37064,Locked in Time,Hartford circus fire,News Event
37065,Water for Elephants (film),Hartford circus fire,News Event
37066,Ringling Bros. and Barnum & Bailey Circus,Hartford circus fire,News Event
37067,Pallavi (1976 film),24th National Film Awards,Awards
37068,Mrigayaa,24th National Film Awards,Awards
37069,Chitchor,24th National Film Awards,Awards
37070,National Film Award for Best Audiography,24th National Film Awards,Awards
37071,National Film Award for Best Editing,24th National Film Awards,Awards
37072,2008 Big East Men's Basketball Tournament,2007 Big East Men's Basketball Tournament,Concert
37073,Syracuse Orange men's basketball,2007 Big East Men's Basketball Tournament,Concert
37074,2006–07 Georgetown Hoyas men's basketball team,2007 Big East Men's Basketball Tournament,Concert
37076,2006–07 West Virginia Mountaineers men's basketball team,2007 Big East Men's Basketball Tournament,Concert
37077,John Beilein,2007 Big East Men's Basketball Tournament,Concert
37078,Sydney Johnson,2007 Big East Men's Basketball Tournament,Concert
37079,Luke Zeller,2007 Big East Men's Basketball Tournament,Concert
37080,Michelle Rouillard,Miss Colombia 2008,Beauty Pageant
37081,Miss Colombia 2009,Miss Colombia 2008,Beauty Pageant
37082,Korean Demilitarized Zone,2019 Koreas–United States DMZ Summit,Meetings
37083,Donald Trump,2019 Koreas–United States DMZ Summit,Meetings
37084,Foreign policy of the Donald Trump administration,2019 Koreas–United States DMZ Summit,Meetings
37085,Korean conflict,2019 Koreas–United States DMZ Summit,Meetings
37086,North Korea,2019 Koreas–United States DMZ Summit,Meetings
37087,North Korea–United States relations,2019 Koreas–United States DMZ Summit,Meetings
37088,Two Riders of the Storm,10th César Awards,Awards
37089,Pascale Ogier,10th César Awards,Awards
37090,Pierre-Loup Rajot,10th César Awards,Awards
37091,A Strange Passion,10th César Awards,Awards
37092,Peter Kocan,Attempted assassination of Arthur Calwell,Civilian Attack
37093,Arthur Calwell,Attempted assassination of Arthur Calwell,Civilian Attack
37094,Eurovision Song Contest 2004,Everyway That I Can,Contest
37095,Turkey in the Eurovision Song Contest 2003,Everyway That I Can,Contest
37096,Greece in the Eurovision Song Contest 2005,Everyway That I Can,Contest
37097,To Dream Again,Everyway That I Can,Contest
37098,Racibórz,1997 Central European flood,Flood
37099,Szczytnicki Park,1997 Central European flood,Flood
37100,2009 European floods,1997 Central European flood,Flood
37101,"Kotowice, Wrocław County",1997 Central European flood,Flood
37102,"Saints Peter and Paul Church, Brzeg",1997 Central European flood,Flood
37103,Durok,1997 Central European flood,Flood
37104,Krnov Synagogue,1997 Central European flood,Flood
37105,Troubky,1997 Central European flood,Flood
37106,Wrocław,1997 Central European flood,Flood
37107,Morava (river),1997 Central European flood,Flood
37108,Dorota Simonides,1997 Central European flood,Flood
37109,Japanese Garden (Wrocław),1997 Central European flood,Flood
37110,Czech Open (golf),1997 Central European flood,Flood
37111,Air Transport Wing 62,1997 Central European flood,Flood
37112,Medium Transport Helicopter Regiment 25,1997 Central European flood,Flood
37113,Jennifer Colón,Miss World 2009,Beauty Pageant
37114,Claudia Carrasco,Miss World 2009,Beauty Pageant
37115,Shriya Kishore,Miss World 2009,Beauty Pageant
37116,Perla Beltrán,Miss World 2009,Beauty Pageant
37117,Ris Low,Miss World 2009,Beauty Pageant
37118,Evheniya Tulchevska,Miss World 2009,Beauty Pageant
37119,Aneta Vignerová,Miss World 2009,Beauty Pageant
37120,Avalon-Chanel Weyzig,Miss World 2009,Beauty Pageant
37122,Gibraltar Diamond Jubilee Flotilla,Miss World 2009,Beauty Pageant
37123,Nancy Kerrigan,1994 Kids' Choice Awards,Awards
37124,1992 Kids' Choice Awards,1994 Kids' Choice Awards,Awards
37125,2017 Maryland Terrapins men's soccer team,2016 Big Ten Conference Men's Soccer Tournament,Concert
37126,2017 Big Ten Conference Men's Soccer Tournament,2016 Big Ten Conference Men's Soccer Tournament,Concert
37127,Julian Gressel,2016 Big Ten Conference Men's Soccer Tournament,Concert
37128,2017 Michigan Wolverines men's soccer team,2016 Big Ten Conference Men's Soccer Tournament,Concert
37129,2017 NCAA Division I Men's Soccer Championship Game,2016 Big Ten Conference Men's Soccer Tournament,Concert
